run_id,seed,epoch,mode,taxonomy,time_taken,model_type,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,weighted_precision,weighted_recall,weighted_f1,adjacency_threshhold,tree_threshhold
1698641059.516412,42,1,dev,original,251.24750876426697,goemotions_modified,0.4260965720604497,0.4698504822349187,0.3883736016103311,0.38442263335270804,0.577406523468576,0.5688087774294671,0.5730754046585077,0.5640739890724813,0.5688087774294671,0.5328171914618565,0,0
1698641059.516412,42,2,dev,original,512.5290429592133,goemotions_modified,0.44157758938444525,0.5097835112358895,0.48360512201341954,0.4812860672665578,0.5831527235948563,0.6326018808777429,0.6068716637846779,0.5769731051458908,0.6326018808777429,0.5903288691130968,0,0
1698641059.516412,42,3,dev,original,769.6713984012604,goemotions_modified,0.46129745669001104,0.5324118747722846,0.5053216945752943,0.5055783055815177,0.5906806761078118,0.6079937304075235,0.5992121727041014,0.5925623313654691,0.6079937304075235,0.5929699322286125,0,0
1698641059.516412,42,4,dev,original,1024.7516431808472,goemotions_modified,0.4244378916328787,0.4882136360678083,0.5036938718980202,0.48558042004171853,0.5519241652518393,0.6114420062695924,0.5801606186793575,0.5607767198468987,0.6114420062695924,0.5789477535907229,0,0
1698641059.516412,42,5,dev,original,1282.1840345859528,goemotions_modified,0.40619240692959824,0.489551882834212,0.5321035958633884,0.5018226474270565,0.5346590113429491,0.5984326018808778,0.5647511278751571,0.5465181336261464,0.5984326018808778,0.5681931135926436,0,0
1698641059.516412,42,6,dev,original,1544.4945137500763,goemotions_modified,0.4312569111684482,0.49596282276133946,0.5164465819680175,0.49665377556581036,0.5444396736796908,0.5962382445141066,0.5691628637689833,0.5490741533104072,0.5962382445141066,0.5686432939912107,0,0
1698641059.516412,42,7,dev,original,1811.648115158081,goemotions_modified,0.4117213416881681,0.4832184970300325,0.5247437562718843,0.49374441164241045,0.530369961347322,0.6021943573667712,0.5640046975924838,0.5337683305899704,0.6021943573667712,0.5638056053979719,0,0
1698641059.516412,42,8,dev,original,2081.927100419998,goemotions_modified,0.41761887209730925,0.4800879231888378,0.5283914870344282,0.4985460721861686,0.5307597872050198,0.6098746081504702,0.5675734811465247,0.543289799389961,0.6098746081504702,0.5718085049531973,0,0
1698641059.516412,42,9,dev,original,2347.2334904670715,goemotions_modified,0.41559159601916695,0.4657172311966028,0.5290503270804442,0.49250996864925956,0.5306262904335857,0.60423197492163,0.5650421399780139,0.5372047408775796,0.60423197492163,0.5674657295430936,0,0
1698641059.516412,42,10,dev,original,2616.1792483329773,goemotions_modified,0.4178031699225949,0.4683805552278923,0.5340063634283075,0.4962528498012615,0.5316973415132924,0.6112852664576802,0.5687203791469193,0.5367877893427154,0.6112852664576802,0.5704930082002454,0,0
1698641059.516412,42,0,test,original,0,goemotions_modified,0.4182789754929058,0.4809617308057927,0.49862505302587257,0.4826245606006528,0.5476089716462125,0.613367040606731,0.5786257266358623,0.5595896796896087,0.613367040606731,0.5804054680641882,0,0
1698641059.516412,42,0,test,original,0,goemotions_modified,0.4088815183342547,0.48759631522355024,0.5346759481167069,0.5006555063711233,0.5338971301816166,0.608468952441144,0.5687490769457982,0.5487956779520645,0.608468952441144,0.5729678235076884,0,0
1698641059.516412,42,0,test,original,0,goemotions_modified,0.41901603095632944,0.4964721667219221,0.5188350619755685,0.49528162018602984,0.541046363249681,0.6029388528993522,0.570318338066059,0.5477704888365968,0.6029388528993522,0.570731622449016,0,0
1698641059.516412,42,0,test,original,0,goemotions_modified,0.41090842085866963,0.4744566784519381,0.535403113976196,0.49494690546811754,0.5309468506626588,0.6139990519829357,0.5694607268464242,0.5351270882115942,0.6139990519829357,0.5697013280761963,0,0
1698641059.516412,42,0,test,original,0,goemotions_modified,0.40538050488299243,0.48196768299098286,0.5458231278451295,0.5053265234635625,0.5289737340915245,0.6173171117080107,0.5697411593146189,0.5436958960313955,0.6173171117080107,0.5750069726697626,0,0
1698641059.516412,42,0,test,original,0,goemotions_modified,0.41219826791966097,0.4660350501393559,0.5410273941343903,0.4984235364396767,0.5285346346753422,0.6160530889556012,0.5689479060265576,0.5360263142333191,0.6160530889556012,0.5721050480247118,0,0
1698641059.516412,42,0,test,original,0,goemotions_modified,0.41514648977335544,0.4726393136086925,0.5463558629606851,0.5045282541758033,0.5317997293640054,0.6209511771211882,0.5729280559807566,0.5372947139001245,0.6209511771211882,0.5749251434185819,0,0
1698641059.516412,42,0,test,original,0,goemotions_modified,0.4311774461028192,0.4948836523817114,0.3973190840520639,0.3947095837936194,0.5821678321678322,0.5787644177595197,0.5804611362015688,0.585009373445208,0.5787644177595197,0.5434174842185251,0,0
1698641059.516412,42,0,test,original,0,goemotions_modified,0.4354155150175051,0.5055102592278685,0.4823922129161077,0.47839146300556556,0.5830576729469293,0.6405435297835361,0.6104502333985845,0.5769318690205092,0.6405435297835361,0.5946379411413479,0,0
1698641059.516412,42,0,test,original,0,goemotions_modified,0.4558688041275106,0.5252104092036722,0.5095210548209812,0.5041068613141538,0.5854172943657728,0.6139990519829357,0.5993676255109123,0.5892298235901298,0.6139990519829357,0.5947963686278465,0,0
1698649111.6231859,42,1,dev,original,246.77301812171936,goemotions,0.43586435680058977,0.43284116511878395,0.3421589028566251,0.3523138686143856,0.5827637939656609,0.5479623824451411,0.5648275304951934,0.527885773984386,0.5479623824451411,0.5037225586934742,0,0
1698649111.6231859,42,2,dev,original,500.71560430526733,goemotions,0.4458164393660155,0.5186514857353554,0.4687952335429372,0.4761062356123307,0.5853767275969683,0.6173981191222571,0.6009611717140896,0.57880673756286,0.6173981191222571,0.584891535609971,0,0
1698649111.6231859,42,3,dev,original,754.7606599330902,goemotions,0.4419461850350166,0.5179995993533602,0.49536383845523224,0.4904938723072126,0.5747310264611806,0.6195924764890283,0.5963192034997737,0.5720371852461293,0.6195924764890283,0.5846740120982375,0,0
1698649111.6231859,42,4,dev,original,1009.0581936836243,goemotions,0.4316255068190195,0.5355297529642054,0.5006664422155472,0.49735859940845606,0.5591072714182865,0.6086206896551725,0.5828142589118199,0.5612997894983943,0.6086206896551725,0.5777761303242598,0,0
1698649111.6231859,42,5,dev,original,1263.101543188095,goemotions,0.42664946553630667,0.52455120494685,0.5009137965645691,0.4974506279420039,0.5511672294817207,0.5884012539184953,0.5691759533014934,0.5528555614244539,0.5884012539184953,0.5646738746772604,0,0
1698649111.6231859,42,6,dev,original,1517.135064125061,goemotions,0.42259491338002214,0.4987535373839698,0.5095635847741737,0.4965383772836506,0.5443976166254905,0.5871473354231975,0.5649649347711334,0.5479080228205607,0.5871473354231975,0.5641862726143267,0,0
1698649111.6231859,42,7,dev,original,1771.730593919754,goemotions,0.41632878732030965,0.4969208697816418,0.5096153749277551,0.4973155215240127,0.5391977480647432,0.6004702194357366,0.5681868743047831,0.5439009808378187,0.6004702194357366,0.5682282150379316,0,0
1698649111.6231859,42,8,dev,original,2031.7422590255737,goemotions,0.41430151124216735,0.4849106499062194,0.5157675193333205,0.49619893665725895,0.5362560890744607,0.6039184952978056,0.5680796166605234,0.5409450310270909,0.6039184952978056,0.5691598355370375,0,0
1698649111.6231859,42,9,dev,original,2293.826099395752,goemotions,0.40656100258016953,0.4810986058298001,0.5223025239974561,0.49540675378344623,0.5255620985010707,0.6155172413793103,0.5669939358937337,0.52818727352237,0.6155172413793103,0.5672651168529812,0,0
1698649111.6231859,42,10,dev,original,2553.393577337265,goemotions,0.40803538518245486,0.48161888182866275,0.5141941225012677,0.49077090247806815,0.5302408319649698,0.6073667711598746,0.5661893629456458,0.5330533349590926,0.6073667711598746,0.5664731166388336,0,0
1698649111.6231859,42,0,test,original,0,goemotions,0.4368896259443523,0.5298683510098027,0.4980336051029541,0.49008213164851416,0.5590980899037771,0.615105071891294,0.5857658742100512,0.5635982479722386,0.615105071891294,0.5821313647014973,0,0
1698649111.6231859,42,0,test,original,0,goemotions,0.4308089183711074,0.49917011594740196,0.5052947106126049,0.49117837424171895,0.5481848665986295,0.5940906936324853,0.5702153472854109,0.5515026552307,0.5940906936324853,0.5672126540272803,0,0
1698649111.6231859,42,0,test,original,0,goemotions,0.4260180578588539,0.49582754446430954,0.5140676648270672,0.49639719287547246,0.5422311905448256,0.5944066993205878,0.5671214291098213,0.5492260407411994,0.5944066993205878,0.5683921814485485,0,0
